sport,sport_type,sport_location,city,region,latitude,longitude
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
access center gym - adults,multi-sport,centre communautaire,laval,québec,,
access center gym - adults,multi-sport,centre communautaire,laval,québec,,
access center gym - adults,multi-sport,centre communautaire,laval,québec,,
access center gym - adults,multi-sport,centre communautaire,laval,québec,,
indoor pools,water sports,piscine,laval,québec,,
tournage de films,multi-sport,,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
nature center - supervised activities,multi-sport,centre de la nature,laval,québec,,
nature center - supervised activities,multi-sport,centre de la nature,laval,québec,,
nature center - pedal boat,multi-sport,centre de la nature,laval,québec,,
nature center - pedal boat,multi-sport,centre de la nature,laval,québec,,
nature center - haunted house (saturday and sunday),multi-sport,centre de la nature,laval,québec,,
nature center - unsupervised activities,multi-sport,centre de la nature,laval,québec,,
nature center - unsupervised activities,multi-sport,centre de la nature,laval,québec,,
nature center - greenhouse wedding photos,multi-sport,centre de la nature,laval,québec,,
nature center - greenhouse wedding photos,multi-sport,centre de la nature,laval,québec,,
nature center - fundraising campaign,multi-sport,centre de la nature,laval,québec,,
nature center - fundraising campaign,multi-sport,centre de la nature,laval,québec,,
nature center - special events,multi-sport,centre de la nature,laval,québec,,
nature center - special events,multi-sport,centre de la nature,laval,québec,,
nature center - corporate events,multi-sport,centre de la nature,laval,québec,,
nature center - corporate events,multi-sport,centre de la nature,laval,québec,,
nature center - corporate events,multi-sport,centre de la nature,laval,québec,,
nature center - geocaching,multi-sport,centre de la nature,laval,québec,,
nature center - geocaching,multi-sport,centre de la nature,laval,québec,,
nature center - private events - security guard,multi-sport,centre de la nature,laval,québec,,
nature center - private events - lighting (6000w tower),multi-sport,centre de la nature,laval,québec,,
nature center - private events - barricade,multi-sport,centre de la nature,laval,québec,,
nature center - private events - exhibitor kiosk,multi-sport,centre de la nature,laval,québec,,
nature center - private events - daily,multi-sport,centre de la nature,laval,québec,,
nature center - concessionaire pricing - electric train ride,ball sports,centre de la nature,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
access center gym - adults,multi-sport,centre communautaire,laval,québec,,
access center gym - adults,multi-sport,centre communautaire,laval,québec,,
access center gym - adults,multi-sport,centre communautaire,laval,québec,,
access center gym - adults,multi-sport,centre communautaire,laval,québec,,
indoor pools,water sports,piscine,laval,québec,,
tournage de films,multi-sport,,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
nature center - supervised activities,multi-sport,centre de la nature,laval,québec,,
nature center - supervised activities,multi-sport,centre de la nature,laval,québec,,
nature center - pedal boat,multi-sport,centre de la nature,laval,québec,,
nature center - pedal boat,multi-sport,centre de la nature,laval,québec,,
nature center - haunted house (sat-sun),multi-sport,centre de la nature,laval,québec,,
nature center - unsupervised activities,multi-sport,centre de la nature,laval,québec,,
nature center - unsupervised activities,multi-sport,centre de la nature,laval,québec,,
nature center - greenhouse wedding photos,multi-sport,centre de la nature,laval,québec,,
nature center - greenhouse wedding photos,multi-sport,centre de la nature,laval,québec,,
nature center - fundraising campaign,multi-sport,centre de la nature,laval,québec,,
nature center - fundraising campaign,multi-sport,centre de la nature,laval,québec,,
nature center - special events,multi-sport,centre de la nature,laval,québec,,
nature center - special events,multi-sport,centre de la nature,laval,québec,,
nature center - corporate events,multi-sport,centre de la nature,laval,québec,,
nature center - corporate events,multi-sport,centre de la nature,laval,québec,,
nature center - corporate events,multi-sport,centre de la nature,laval,québec,,
nature center - geocaching,multi-sport,centre de la nature,laval,québec,,
nature center - geocaching,multi-sport,centre de la nature,laval,québec,,
nature center - private events - security guard,multi-sport,centre de la nature,laval,québec,,
nature center - private events - lighting (6000w tower),multi-sport,centre de la nature,laval,québec,,
nature center - private events - barricade,multi-sport,centre de la nature,laval,québec,,
nature center - private events - exhibitor kiosk,multi-sport,centre de la nature,laval,québec,,
nature center - private events - daily,multi-sport,centre de la nature,laval,québec,,
nature center - concessionaire pricing - electric train ride,ball sports,centre de la nature,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
indoor rinks,ice sports,aréna,laval,québec,,
access center gym - adults,multi-sport,centre communautaire,laval,québec,,
access center gym - adults,multi-sport,centre communautaire,laval,québec,,
access center gym - adults,multi-sport,centre communautaire,laval,québec,,
access center gym - adults,multi-sport,centre communautaire,laval,québec,,
indoor pools,water sports,piscine,laval,québec,,
tournage de films,multi-sport,,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
outdoor sports courts,multi-sport,parc,laval,québec,,
nature center - supervised activities,multi-sport,centre de la nature,laval,québec,,
nature center - supervised activities,multi-sport,centre de la nature,laval,québec,,
nature center - pedal boat,multi-sport,centre de la nature,laval,québec,,
nature center - pedal boat,multi-sport,centre de la nature,laval,québec,,
nature center - haunted house (sat-sun),multi-sport,centre de la nature,laval,québec,,
nature center - unsupervised activities,multi-sport,centre de la nature,laval,québec,,
